tag	rating
Pelle the Conqueror (Pelle erobreren) (1987)	3
Rififi (Du rififi chez les hommes) (1955)	4
Knight's Tale, A (2001)	4
Bread and Roses (2000)	4
Startup.com (2001)	3
Angel Eyes (2001)	0.5
Shrek (2001)	4.5
Fast Food, Fast Women (2000)	2
Moulin Rouge (2001)	1
Pearl Harbor (2001)	3
Himalaya (Himalaya - l'enfance d'un chef) (1999)	0.5
Man Who Cried, The (2000)	0.5
Ice Castles (1978)	5
Love Potion #9 (1992)	3.5
City Slickers (1991)	3.5
Eight Men Out (1988)	4
Horse Soldiers, The (1959)	4
Night, The (Notte, La) (1960)	4.5
Mississippi Burning (1988)	5
Magnificent Seven, The (1960)	4.5
Rio Bravo (1959)	5
Throw Momma from the Train (1987)	4
Yi Yi (2000)	3
Sand Pebbles, The (1966)	2
Twelve O'Clock High (1949)	1.5
Von Ryan's Express (1965)	4
Animal, The (2001)	4
Big Eden (2000)	4
Evolution (2001)	5
Swordfish (2001)	3.5
Anniversary Party, The (2001)	4
Divided We Fall (Musíme si pomáhat) (2000)	3.5
Catch-22 (1970)	3.5
Forgotten Silver (1996)	5
Point Break (1991)	2.5
Uncommon Valor (1983)	2.5
Unlawful Entry (1992)	1
Youngblood (1986)	3
Gentlemen Prefer Blondes (1953)	3
How to Marry a Millionaire (1953)	3.5
Seven Year Itch, The (1955)	2
Tootsie (1982)	4.5
Atlantis: The Lost Empire (2001)	3
Lara Croft: Tomb Raider (2001)	3.5
Dr. Dolittle 2 (2001)	4
Fast and the Furious, The (2001)	4.5
A.I. Artificial Intelligence (2001)	4
Baby Boy (2001)	3
Crazy/Beautiful (2001)	5
Pootie Tang (2001)	1
Let It Snow (1999)	4
Sexy Beast (2000)	2.5
Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)	3.5
Closet, The (Placard, Le) (2001)	0.5
Crimson Rivers, The (Rivières pourpres, Les) (2000)	2.5
Lumumba (2000)	4
Cats & Dogs (2001)	3.5
Kiss of the Dragon (2001)	3.5
Scary Movie 2 (2001)	4
Lost and Delirious (2001)	4.5
Rape Me (Baise-moi) (2000)	3.5
Alice (1990)	3.5
Another Woman (1988)	4
Beach Blanket Bingo (1965)	3
Big Deal on Madonna Street (I Soliti Ignoti) (1958)	3.5
Cannonball Run, The (1981)	2.5
Cannonball Run II (1984)	3
Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)	3.5
Dr. Goldfoot and the Bikini Machine (1965)	3
Fall of the House of Usher, The (House of Usher) (1960)	4.5
Faust (1926)	4
Man Who Shot Liberty Valance, The (1962)	2
Salvador (1986)	4.5
September (1987)	1.5
Shadows and Fog (1991)	2.5
Something Wild (1986)	2.5
Thing with Two Heads, The (1972)	3.5
All That Heaven Allows (1955)	3.5
Barefoot Contessa, The (1954)	5
Cries and Whispers (Viskningar och rop) (1972)	4
Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)	3.5
Kiss Me Deadly (1955)	0.5
Lion in Winter, The (1968)	2.5
Misfits, The (1961)	4.5
Moby Dick (1956)	2.5
Sweet Smell of Success (1957)	4.5
Written on the Wind (1956)	3.5
10th Victim, The (La decima vittima) (1965)	3.5
Obsession (1976)	5
Suspiria (1977)	2
Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)	3.5
Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)	3.5
Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)	2.5
Game of Death (1978)	3.5
Last Dragon, The (1985)	2.5
Outland (1981)	5
Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)	5
T-Rex: Back to the Cretaceous (1998)	2.5
Final Fantasy: The Spirits Within (2001)	3
Legally Blonde (2001)	2
Score, The (2001)	4
Adanggaman (2000)	3.5
Bully (2001)	1
Jump Tomorrow (2001)	3.5
Made (2001)	0.5
Michael Jordan to the Max (2000)	3
More (1998)	4.5
Africa: The Serengeti (1994)	2.5
Alaska: Spirit of the Wild (1997)	3
18 Again! (1988)	2.5
1969 (1988)	4
Accidental Tourist, The (1988)	4
Accused, The (1988)	4
Above the Law (1988)	4
Adventures of Baron Munchausen, The (1988)	3.5
Ariel (1988)	4
Arthur 2: On the Rocks (1988)	4
Bat*21 (1988)	2.5
Beaches (1988)	2.5
Beast of War, The (Beast, The) (1988)	5
Big Business (1988)	3.5
Big Top Pee-Wee (1988)	4
Biloxi Blues (1988)	3
Blob, The (1988)	0.5
Bright Lights, Big City (1988)	4
Caddyshack II (1988)	2
Camille Claudel (1988)	4
Cocktail (1988)	4.5
Colors (1988)	4.5
Coming to America (1988)	4.5
Couch Trip, The (1988)	3
Critters (1986)	2
Crossing Delancey (1988)	3.5
D.O.A. (1988)	4.5
Dead Heat (1988)	4.5
Dead Pool, The (1988)	4.5
Dirty Rotten Scoundrels (1988)	4.5
Drowning by Numbers (1988)	0.5
Ernest Saves Christmas (1988)	4
Feds (1988)	5
For Keeps (1988)	3.5
Frantic (1988)	4
Gorillas in the Mist (1988)	3
Great Outdoors, The (1988)	3.5
High Spirits (1988)	2.5
Johnny Be Good (1988)	2
Lady in White (a.k.a. The Mystery of the Lady in White) (1988)	4
The Lair of the White Worm (1988)	4.5
Land Before Time, The (1988)	4.5
License to Drive (1988)	4.5
Little Nikita (1988)	4.5
Masquerade (1988)	2.5
Milagro Beanfield War (1988)	3.5
Moon Over Parador (1988)	4
My Stepmother Is an Alien (1988)	4
Night in the Life of Jimmy Reardon, A (1988)	3.5
Bagdad Cafe (Out of Rosenheim) (1987)	4.5
Red Heat (1988)	1
Return of the Living Dead, The (1985)	4
Return to Snowy River (a.k.a. The Man From Snowy River II) (1988)	2.5
Man from Snowy River, The (1982)	3.5
Running on Empty (1988)	4
Serpent and the Rainbow, The (1988)	3.5
Short Circuit 2 (1988)	4.5
Short Circuit (1986)	4
Vanishing, The (Spoorloos) (1988)	2.5
Tetsuo, the Ironman (Tetsuo) (1988)	4
They Live (1988)	3
Tucker: The Man and His Dream (1988)	3.5
Twins (1988)	4.5
Without a Clue (1988)	3.5
Young Einstein (1988)	4
Always (1989)	4.5
American Ninja (1985)	3
Best of the Best (1989)	1.5
Bill & Ted's Excellent Adventure (1989)	4
Black Rain (1989)	3
Blaze (1989)	3
Blind Fury (1989)	1
Casualties of War (1989)	3
Chances Are (1989)	4
Cyborg (1989)	4
Dad (1989)	4.5
Disorganized Crime (1989)	4.5
Dream a Little Dream (1989)	3
Dream Team, The (1989)	4
Earth Girls Are Easy (1988)	2
Eddie and the Cruisers (1983)	4
Erik the Viking (1989)	5
Family Business (1989)	2
Farewell to the King (1989)	3.5
Fat Man and Little Boy (1989)	3.5
Gleaming the Cube (1989)	2
Great Balls of Fire! (1989)	3.5
Gross Anatomy (a.k.a. A Cut Above) (1989)	3
Harlem Nights (1989)	3.5
Her Alibi (1989)	4
How to Get Ahead in Advertising (1989)	3.5
Innocent Man, An (1989)	1.5
January Man, The (1989)	4
Johnny Handsome (1989)	4
Jesus of Montreal (Jésus de Montréal) (1989)	4
K-9 (1989)	1.5
Kickboxer (1989)	3
Last Exit to Brooklyn (1989)	1.5
Lean on Me (1989)	4.5
Let It Ride (1989)	4.5
Little Monsters (1989)	5
Look Who's Talking (1989)	2.5
Loverboy (1989)	4
Major League (1989)	4
Meet the Feebles (1989)	4.5
Millennium (1989)	0.5
Miracle Mile (1989)	3
New York Stories (1989)	4
Next of Kin (1989)	4
No Holds Barred (1989)	4
Package, The (1989)	3
Penn & Teller Get Killed (1989)	3.5
Pink Cadillac (1989)	4
Punisher, The (1989)	4.5
Jurassic Park III (2001)	3
America's Sweethearts (2001)	3.5
Brother (2000)	3
Ghost World (2001)	3.5
Hedwig and the Angry Inch (2000)	3.5
Planet of the Apes (2001)	3.5
Bread and Tulips (Pane e tulipani) (2000)	3.5
Cure (1997)	3
Greenfingers (2000)	4.5
Wet Hot American Summer (2001)	4.5
Return of the Musketeers, The (1989)	4
Road House (1989)	4
Santa Sangre (1989)	3.5
Scenes from the Class Struggle in Beverly Hills (1989)	3.5
Sea of Love (1989)	3
See No Evil, Hear No Evil (1989)	3
She's Out of Control (1989)	3.5
Skin Deep (1989)	1.5
Stepfather, The (1987)	2.5
Sweetie (1989)	1.5
Tall Guy, The (1989)	4
Tango & Cash (1989)	3
Three Fugitives (1989)	3.5
Troop Beverly Hills (1989)	2.5
Turner & Hooch (1989)	3.5
UHF (1989)	3.5
Uncle Buck (1989)	3.5
War of the Roses, The (1989)	3
Wizard, The (1989)	3.5
Weekend at Bernie's II (1993)	4
Billy Liar (1963)	5
Black Robe (1991)	4
Cat o' Nine Tails, The (Gatto a nove code, Il) (1971)	3.5
Cotton Club, The (1984)	2
Who'll Stop the Rain (1978)	3.5
Basket Case (1982)	3.5
Original Sin (2001)	3.5
Princess Diaries, The (2001)	0.5
Rush Hour 2 (2001)	3.5
Chocolat (1988)	4.5
Hatari! (1962)	4
Cage aux Folles, La (1978)	4.5
Marat/Sade (1966)	3
Paint Your Wagon (1969)	3.5
Shootist, The (1976)	3.5
Theremin: An Electronic Odyssey (1993)	4
Altered States (1980)	3.5
Any Which Way You Can (1980)	3
Awakening, The (1980)	2
Battle Creek Brawl (Big Brawl, The) (1980)	3.5
American Pie 2 (2001)	4.5
Osmosis Jones (2001)	4
Others, The (2001)	3
American Outlaws (2001)	2.5
All Over the Guy (2001)	4
Deep End, The (2001)	3.5
Session 9 (2001)	3
Captain Corelli's Mandolin (2001)	3.5
Rat Race (2001)	3.5
Bubble Boy (2001)	1
Curse of the Jade Scorpion, The (2001)	3.5
Jay and Silent Bob Strike Back (2001)	3.5
Ghosts of Mars (2001)	3.5
Summer Catch (2001)	2.5
Happy Accidents (2000)	0.5
Maybe Baby (2000)	3.5
Together (Tillsammans) (2000)	3.5
Tortilla Soup (2001)	4.5
Jeepers Creepers (2001)	3.5
O (2001)	3.5
3 Ninjas (1992)	3.5
3 Ninjas Kick Back (1994)	4
3 Ninjas Knuckle Up (1995)	4
Wicker Man, The (1973)	3.5
Musketeer, The (2001)	3.5
Rock Star (2001)	3
Two Can Play That Game (2001)	4
L.I.E. (2001)	2.5
Our Lady of the Assassins (Virgen de los sicarios, La) (2000)	2
Into the Arms of Strangers: Stories of the Kindertransport (2000)	3
Glass House, The (2001)	3.5
Hardball (2001)	1.5
Dinner Rush (2000)	2.5
Haiku Tunnel (2001)	3.5
Big Trouble (2002)	2.5
Glitter (2001)	4
Training Day (2001)	3.5
American Astronaut, The (2001)	4
Liam (2000)	4.5
Sidewalks of New York (2001)	3.5
Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)	2
French Lieutenant's Woman, The (1981)	4
Great Silence, The (Grande silenzio, Il) (1969)	3.5
Legend of Hell House, The (1973)	3.5
Little Man Tate (1991)	3
Moscow Does Not Believe in Tears (Moskva slezam ne verit) (1979)	3
Phantom of the Paradise (1974)	3.5
13 Ghosts (1960)	2.5
Opera (1987)	1
Father Goose (1964)	3
Grass Is Greener, The (1960)	3.5
Indiscreet (1958)	4
It's a Mad, Mad, Mad, Mad World (1963)	3.5
King Solomon's Mines (1937)	4
Little Foxes, The (1941)	0.5
Operation Petticoat (1959)	3.5
Play Misty for Me (1971)	3.5
Pocketful of Miracles (1961)	4
Vanishing, The (1993)	3.5
Silkwood (1983)	2.5
I Never Promised You a Rose Garden (1977)	3
Quadrophenia (1979)	4
SpaceCamp (1986)	3.5
When Worlds Collide (1951)	3.5
Don't Say a Word (2001)	3.5
Hearts in Atlantis (2001)	3.5
Zoolander (2001)	4
Extreme Days (2001)	3
Joy Ride (2001)	3
Max Keeble's Big Move (2001)	4
Serendipity (2001)	4
Swamp, The (Ciénaga, La) (2001)	3
Big Red One, The (1980)	3.5
Boogeyman, The (1980)	4
Party, The (Boum, La) (1980)	3.5
Brubaker (1980)	3.5
Can't Stop the Music (1980)	3
Changeling, The (1980)	2
Coal Miner's Daughter (1980)	4
Competition, The (1980)	3.5
Last Metro, The (Dernier métro, Le) (1980)	2
Bandits (2001)	3.5
Corky Romano (2001)	3.5
Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993)	3.5
Fat Girl (À ma soeur!) (2001)	1.5
Mulholland Drive (2001)	4.5
My First Mister (2001)	3.5
Spriggan (Supurigan) (1998)	4
Bones (2001)	3
Dirty Harry (1971)	2
Fiddler on the Roof (1971)	4
Making the Grade (1984)	3.5
Not Without My Daughter (1991)	3
Female Trouble (1975)	4
Titanica (1992)	3.5
From Hell (2001)	3.5
Last Castle, The (2001)	4
Riding in Cars with Boys (2001)	0.5
Focus (2001)	3.5
Waking Life (2001)	1.5
K-PAX (2001)	3.5
Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001)	4
Better Than Sex (2000)	3.5
Donnie Darko (2001)	4
High Heels and Low Lifes (2001)	2
Life as a House (2001)	4
Man Who Wasn't There, The (2001)	2
Town is Quiet, The (Ville est tranquille, La) (2000)	3.5
Domestic Disturbance (2001)	3.5
Monsters, Inc. (2001)	4
One, The (2001)	3
Tape (2001)	3.5
Heist (2001)	2.5
Shallow Hal (2001)	4
When a Stranger Calls (1979)	3
Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)	3
Novocaine (2001)	3.5
Black Knight (2001)	2.5
Out Cold (2001)	0.5
Spy Game (2001)	4
Devil's Backbone, The (Espinazo del diablo, El) (2001)	1.5
In the Bedroom (2001)	3
Incredible Shrinking Woman, The (1981)	3.5
Jabberwocky (1977)	1
Funny Girl (1968)	3
Breathless (À bout de souffle) (1960)	3.5
Beastmaster, The (1982)	3
Midway (1976)	2.5
MacArthur (1977)	3.5
Subway (1985)	1.5
Now, Voyager (1942)	3.5
Little Women (1933)	4
Cheap Detective, The (1978)	3
Everybody's Famous! (Iedereen beroemd!) (2000)	2.5
Last Wave, The (1977)	3.5
That Obscure Object of Desire (Cet obscur objet du désir) (1977)	4
Toy, The (1982)	3.5
Dressed to Kill (1980)	4.5
Fame (1980)	4.5
Final Countdown, The (1980)	3.5
Flash Gordon (1980)	3.5
Angry Red Planet, The (1959)	3.5
Enforcer, The (1976)	3.5
Eye for an Eye, An (1981)	4
Gauntlet, The (1977)	3.5
Lord of the Flies (1990)	1
Morons From Outer Space (1985)	3.5
People That Time Forgot, The (1977)	3.5
Ocean's Eleven (a.k.a. Ocean's 11) (1960)	4
Stunt Man, The (1980)	3.5
Sudden Impact (1983)	2.5
Behind Enemy Lines (2001)	3.5
Affair of the Necklace, The (2001)	3.5
Pornstar: The Legend of Ron Jeremy (2001)	4
Texas Rangers (2001)	2.5
Ocean's Eleven (2001)	3.5
Baran (2001)	3
Business of Strangers, The (2001)	3.5
Incredible Shrinking Man, The (1957)	0.5
No Man's Land (2001)	4
And Then There Were None (1945)	3.5
Blue Angel, The (Blaue Engel, Der) (1930)	2
Moscow on the Hudson (1984)	3.5
Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)	4
Not Another Teen Movie (2001)	3.5
Vanilla Sky (2001)	4
Iris (2001)	3.5
Kandahar (Safar e Ghandehar) (2001)	3.5
Lantana (2001)	4
Royal Tenenbaums, The (2001)	3
Bill & Ted's Bogus Journey (1991)	3
Clockwise (1986)	2.5
Sheena (1984)	3
Spacehunter: Adventures in the Forbidden Zone (1983)	3.5
White Water Summer (1987)	2.5
How High (2001)	4
Jimmy Neutron: Boy Genius (2001)	3.5
Joe Somebody (2001)	3.5
Kate & Leopold (2001)	0.5
Lord of the Rings: The Fellowship of the Ring, The (2001)	4.5
Majestic, The (2001)	3
Beautiful Mind, A (2001)	4
Defiant Ones, The (1958)	3.5
Party, The (1968)	0.5
Topkapi (1964)	0.5
Witness for the Prosecution (1957)	0.5
Ali (2001)	2.5
Black Hawk Down (2001)	3
Charlotte Gray (2001)	2.5
Yentl (1983)	1.5
Gosford Park (2001)	4
I Am Sam (2001)	2
Monster's Ball (2001)	1.5
Shipping News, The (2001)	4
Murder by Death (1976)	1
Waterdance, The (1992)	0.5
Orange County (2002)	4
Brotherhood of the Wolf (Pacte des loups, Le) (2001)	3.5
Another 48 Hrs. (1990)	3.5
What Time Is It There? (Ni neibian jidian) (2001)	4
Russia House, The (1990)	3.5
Truly, Madly, Deeply (1991)	3
Dragonslayer (1981)	0.5
Conan the Destroyer (1984)	4.5
Fire and Ice (1983)	4
Impostor (2002)	4
Kung Pow: Enter the Fist (2002)	5
Snow Dogs (2002)	5
48 Hrs. (1982)	5
Italian for Beginners (Italiensk for begyndere) (2000)	3
Blankman (1994)	3
Brainstorm (1983)	5
Dragon: The Bruce Lee Story (1993)	4
Little Dieter Needs to Fly (1997)	5
M*A*S*H (a.k.a. MASH) (1970)	4.5
Seconds (1966)	0.5
One-Eyed Jacks (1961)	4
The Count of Monte Cristo (2002)	4
Mothman Prophecies, The (2002)	3.5
Walk to Remember, A (2002)	2
Beijing Bicycle (Shiqi sui de dan che) (2001)	3.5
Escaflowne: The Movie (Escaflowne) (2000)	3
Maelström (2000)	4
Metropolis (2001)	3.5
Son's Room, The (Stanza del figlio, La) (2001)	0.5
Storytelling (2001)	5
Waydowntown (2000)	4
Adventures of Huck Finn, The (1993)	4
Cousins (1989)	4
Slackers (2002)	0.5
Birthday Girl (2001)	4.5
Rare Birds (2001)	4
Going Places (Valseuses, Les) (1974)	2.5
Big Fat Liar (2002)	4.5
Collateral Damage (2002)	4.5
Rollerball (2002)	3
Scotland, Pa. (2001)	3
Baby's Day Out (1994)	4.5
Heidi (1937)	1.5
Rookie of the Year (1993)	3.5
Sandlot, The (1993)	4
Don't Look Now (1973)	3.5
Crossroads (2002)	1
Hart's War (2002)	3.5
John Q (2002)	0.5
Return to Never Land (2002)	0.5
Super Troopers (2001)	3
Good Son, The (1993)	3.5
Last Orders (2001)	2
After the Fox (Caccia alla volpe) (1966)	3.5
Bad and the Beautiful, The (1952)	4.5
Designing Woman (1957)	0.5
Sleuth (1972)	0.5
Stroszek (1977)	3.5
Dragonfly (2002)	3.5
Queen of the Damned (2002)	1.5
How to Kill Your Neighbor's Dog (2000)	2.5
Mean Machine (2001)	4
Monsoon Wedding (2001)	4
Wendigo (2001)	4
Scratch (2001)	0.5
Bad News Bears, The (1976)	1
Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000)	3.5
Wild Strawberries (Smultronstället) (1957)	5
40 Days and 40 Nights (2002)	0.5
We Were Soldiers (2002)	0.5
Big Bird Cage, The (1972)	2
Big Doll House, The (1971)	4
Ferngully: The Last Rainforest (1992)	2
Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2) (1979)	4
Royal Wedding (1951)	3.5
All About the Benjamins (2002)	2
Time Machine, The (2002)	0.5
Magnificent Ambersons, The (1942)	1
Fun (1994)	2.5
Hangar 18 (1980)	1
Hopscotch (1980)	2.5
Humanoids from the Deep (1980)	3
Little Darlings (1980)	2.5
Long Good Friday, The (1980)	2.5
Mon oncle d'Amérique (1980)	3.5
Motel Hell (1980)	0.5
Ffolkes (1979)	2.5
Octagon, The (1980)	3
Oh, God! Book II (1980)	0.5
Oh, God! (1977)	1
Ice Age (2002)	1.5
Resident Evil (2002)	2.5
Showtime (2002)	4
Harrison's Flowers (2000)	5
Kissing Jessica Stein (2001)	1.5
Promises (2001)	0.5
And Your Mother Too (Y tu mamá también) (2001)	0.5
All the Right Moves (1983)	0.5
Road to Morocco (1942)	2.5
Taps (1981)	3.5
Return of the Secaucus 7 (1980)	1
Rude Boy (1980)	1
Running Scared (1980)	4
Seems Like Old Times (1980)	0.5
Shogun Assassin (1980)	0.5
Smokey and the Bandit II (1980)	4
Smokey and the Bandit (1977)	1
Smokey and the Bandit III (1983)	3
Stir Crazy (1980)	0.5
Blade II (2002)	2
Sorority Boys (2002)	0.5
Stolen Summer (2002)	1
George Washington (2000)	0.5
Clockstoppers (2002)	0.5
Death to Smoochy (2002)	3.5
Panic Room (2002)	2
Rookie, The (2002)	4
No Such Thing (2001)	0.5
Piano Teacher, The (La pianiste) (2001)	4
Time Out (L'emploi du temps) (2001)	2
Boxcar Bertha (1972)	0.5
Fraternity Vacation (1985)	0.5
Impromptu (1991)	0.5
High Crimes (2002)	0.5
National Lampoon's Van Wilder (2002)	3.5
Crush (2001)	0.5
Lucky Break (2001)	4
Atomic Cafe, The (1982)	4
Rashomon (Rashômon) (1950)	3.5
Slap Shot (1977)	4
Changing Lanes (2002)	3
Frailty (2001)	3
Sweetest Thing, The (2002)	4
Cat's Meow, The (2002)	4
Human Nature (2001)	3.5
My Big Fat Greek Wedding (2002)	3
3:10 to Yuma (1957)	4
Joe Versus the Volcano (1990)	3
Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)	2.5
Taking Care of Business (1990)	5
Three Men and a Baby (1987)	3.5
Three Men and a Little Lady (1990)	4
Watcher in the Woods, The (1980)	3
Murder by Numbers (2002)	4
The Scorpion King (2002)	3.5
Enigma (2001)	3
Nine Queens (Nueve reinas) (2000)	3.5
Triumph of Love, The (2001)	3.5
World Traveler (2001)	4
Jason X (2002)	4
Life or Something Like It (2002)	4
Dogtown and Z-Boyz (2001)	3
Rain (2001)	3.5
Salton Sea, The (2002)	3.5
Bob le Flambeur (1955)	4
Cadillac Man (1990)	3
Delirious (1991)	4
Full Moon in Blue Water (1988)	3.5
Husbands and Wives (1992)	4
Lenny (1974)	3
Triumph of the Spirit (1989)	3
Wild Orchid (1990)	4
Deuces Wild (2002)	4
Hollywood Ending (2002)	5
Spider-Man (2002)	3
Butterflies Are Free (1972)	4
Giant Spider Invasion, The (1975)	3.5
Iron Will (1994)	3.5
Mountains of the Moon (1990)	3.5
White Fang (1991)	5
New Guy, The (2002)	5
Unfaithful (2002)	5
Lady and the Duke, The (Anglaise et le duc, L') (2001)	4
Calamity Jane (1953)	3.5
Cranes Are Flying, The (Letyat zhuravli) (1957)	3.5
Harvey Girls, The (1946)	3
About a Boy (2002)	3.5
Star Wars: Episode II - Attack of the Clones (2002)	4.5
Believer, The (2001)	5
Importance of Being Earnest, The (2002)	4
Every Which Way But Loose (1978)	4
I Want to Live! (1958)	5
Last Waltz, The (1978)	3
Enough (2002)	4
Insomnia (2002)	3.5
Spirit: Stallion of the Cimarron (2002)	4
CQ (2001)	3.5
Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001)	3.5
Monkey Business (1952)	3.5
Requiem for a Heavyweight (1962)	3
Sum of All Fears, The (2002)	3
Undercover Brother (2002)	3
84 Charing Cross Road (1987)	3
Rapid Fire (1992)	3
Silent Running (1972)	4
Bad Company (2002)	3
Divine Secrets of the Ya-Ya Sisterhood (2002)	4
Cherish (2002)	4
Fast Runner, The (Atanarjuat) (2001)	4
Bourne Identity, The (2002)	2
Scooby-Doo (2002)	3.5
Windtalkers (2002)	3.5
Dangerous Lives of Altar Boys, The (2002)	3
Emperor's New Clothes, The (2001)	3.5
Gangster No. 1 (2000)	3
Harvard Man (2001)	3.5
Dark Blue World (Tmavomodrý svet) (2001)	3.5
Caveman (1981)	4.5
Cheech & Chong's The Corsican Brothers (1984)	3
Silver Bullet (Stephen King's Silver Bullet) (1985)	3
Sorry, Wrong Number (1948)	3.5
Hombre (1967)	3.5
Manhattan Project, The (1986)	5
Men at Work (1990)	3.5
She Wore a Yellow Ribbon (1949)	3
V. I. Warshawski (1991)	4.5
Juwanna Mann (2002)	4
Lilo & Stitch (2002)	3.5
Minority Report (2002)	3
Rabbit-Proof Fence (2002)	4
Sunshine State (2002)	4
Hey Arnold! The Movie (2002)	4
Mr. Deeds (2002)	4
Lovely & Amazing (2001)	3.5
Pumpkin (2002)	3
Look Who's Talking Now (1993)	5
Mo' Money (1992)	3
Object of Beauty, The (1991)	4.5
Wagons East (1994)	3.5
Like Mike (2002)	3.5
Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002)	3.5
Powerpuff Girls, The (2002)	3
Me Without You (2001)	3
Crocodile Hunter: Collision Course, The (2002)	3.5
Reign of Fire (2002)	3.5
Road to Perdition (2002)	3
All About Lily Chou-Chou (Riri Shushu no subete) (2001)	4
My Wife is an Actress (Ma Femme est une Actrice) (2001)	4.5
20 Million Miles to Earth (1957)	3
The Importance of Being Earnest (1952)	5
Perfect (1985)	3.5
1776 (1972)	3
Z (1969)	4
Halloween: Resurrection (Halloween 8) (2002)	4
